Accession	Taxonomy
KJ636307.1.1692	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Rhabditida;Plectonchus wyganti
KJ636315.1.1658	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Rhabditida;Heterorhabditis megidis
KJ636323.1.1658	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Rhabditida;Heterorhabditis megidis
KJ636392.1.1652	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Rhabditida;Propanagrolaimus filiformis
KJ636312.1.1658	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Rhabditida;Heterorhabditis megidis
KJ636320.1.1658	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Rhabditida;Heterorhabditis megidis
KJ636405.1.1705	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Rhabditida;Steinernema carpocapsae
KJ636414.1.1703	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Rhabditida;Steinernema feltiae
KJ636308.1.1702	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Rhabditida;Steinernema affine
KJ636316.1.1658	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Rhabditida;Heterorhabditis megidis
KJ636324.1.1658	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Rhabditida;Heterorhabditis megidis
KJ636393.1.1702	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Rhabditida;Steinernema arenarium
KJ636401.1.1658	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Rhabditida;Heterorhabditis megidis
KJ636314.1.1658	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Rhabditida;Heterorhabditis megidis
KJ636322.1.1658	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Rhabditida;Heterorhabditis megidis
KJ636408.1.1657	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Rhabditida;Heterorhabditis bacteriophora
KJ636313.1.1658	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Rhabditida;Heterorhabditis megidis
KJ636321.1.1659	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Rhabditida;Heterorhabditis megidis
KJ636377.1.1676	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Rhabditida;Diploscapter coronatus
KJ636309.1.1658	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Rhabditida;Heterorhabditis megidis
KJ636317.1.1658	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Rhabditida;Heterorhabditis megidis
KJ636325.1.1658	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Rhabditida;Heterorhabditis megidis
KJ636341.1.1697	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Rhabditida;Odontopharynx longicaudata
KJ636388.1.1652	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Rhabditida;Panagrolaimus paetzoldi
KJ636310.1.1658	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Rhabditida;Heterorhabditis megidis
KJ636318.1.1658	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Rhabditida;Heterorhabditis megidis
KJ877200.1.1604	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Rhabditida;Bunonema sp. VS-2014
KJ877240.1.1540	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Rhabditida;Rhabditis brassicae
KJ851579.1.1492	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Rhabditida;Alloionema appendiculatum
KM035792.1.1622	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Rhabditida;Oslerus rostratus
KC758196.1.1200	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Rhabditida;Nematoda environmental sample
KT250927.1.1568	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Rhabditida;Alloionematidae gen. sp. REH-2016
LM523351.11218.12911	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Rhabditida;Parastrongyloides trichosuri
AB205054.1.1740	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Rhabditida;Strongyloides procyonis
KR612312.1.1409	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Rhabditida;Brevibuccidae sp. MRA-2015
AB269816.1.1620	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Rhabditida;Teratorhabditis synpapillata
AB272235.1.1661	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Rhabditida;Strongyloides fuelleborni fuelleborni
AB272234.1.1607	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Rhabditida;Strongyloides procyonis
AB272232.1.1732	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Rhabditida;Strongyloides robustus
AB272236.1.1737	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Rhabditida;Strongyloides cebus
AB272233.1.1616	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Rhabditida;Strongyloides robustus
AB272229.1.1642	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Rhabditida;Strongyloides callosciureus
AB272230.1.1728	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Rhabditida;Strongyloides callosciureus
AB272231.1.1729	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Rhabditida;Strongyloides callosciureus
AB370214.1.1710	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Rhabditida;Poikilolaimus floridensis
AB453317.1.1256	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Rhabditida;Strongyloides fuelleborni
AB453329.1.1236	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Rhabditida;Strongyloides ratti
AB453323.1.1250	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Rhabditida;Strongyloides papillosus
AB453328.1.1236	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Rhabditida;Strongyloides ratti
AB453330.1.1247	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Rhabditida;Strongyloides venezuelensis
AB453315.1.1252	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Rhabditida;Strongyloides stercoralis
AB453321.1.1262	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Rhabditida;Strongyloides fuelleborni
AB453319.1.1256	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Rhabditida;Strongyloides fuelleborni
AB453320.1.1261	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Rhabditida;Strongyloides fuelleborni
AB453326.1.1237	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Rhabditida;Strongyloides callosciureus
AB453316.1.1251	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Rhabditida;Strongyloides stercoralis
AB453311.1.1260	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Rhabditida;Strongyloides mirzai
AB453318.1.1256	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Rhabditida;Strongyloides fuelleborni
AB453313.1.1235	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Rhabditida;Strongyloides myopotami
AB453314.1.1253	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Rhabditida;Strongyloides stercoralis
AB453322.1.1262	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Rhabditida;Strongyloides fuelleborni
AB453327.1.1247	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Rhabditida;Strongyloides ransomi
AB453312.1.1247	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Rhabditida;Strongyloides sp. Yufuin-2004
EF514916.1.1659	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Rhabditida;Angiostrongylus vasorum
AB551430.1.1707	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Rhabditida;Poikilolaimus sp. NKTW
EF503692.1.1535	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Rhabditida;Oscheius chongmingensis
AB535568.1.1679	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Rhabditida;Poikilolaimus sp. NKTW41
EF514913.1.1676	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Rhabditida;Angiostrongylus costaricensis
EF514914.1.1676	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Rhabditida;Angiostrongylus malaysiensis
EF514915.1.1677	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Rhabditida;Angiostrongylus dujardini
KU180666.1.1688	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Rhabditida;Brevibucca saprophaga
KU180670.1.1720	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Rhabditida;Fescia grossa
FXWY01000006.2001002.2002746	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Rhabditida;Oscheius tipulae
EF990716.1.1683	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Rhabditida;Teratorhabditis mariannae
EF990714.1.1635	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Rhabditida;Teratorhabditis synpapillata
AB923885.1.1601	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Rhabditida;Parastrongyloides trichosuri
AB923886.1.1635	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Rhabditida;Strongyloides papillosus
KU180673.1.1711	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Rhabditida;Turbatrix aceti
KU180669.1.1723	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Rhabditida;Daubaylia potomaca
KU180671.1.1722	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Rhabditida;Acrobeles complexus
EU196004.1.1707	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Rhabditida;Rhabditis sp. SB347
EU196017.1.1646	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Rhabditida;Bunonema reticulatum
EF990715.1.1680	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Rhabditida;Teratorhabditis stiannula
EU003189.1.1685	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Rhabditida;Parasitorhabditis obtusa
EU196005.1.1715	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Rhabditida;Cephaloboides cf. armata SB363
FUEF01001062.19950.21692	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Rhabditida;Caenorhabditis elegans
KU180665.1.1712	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Rhabditida;Myolaimus byersi
KU180672.1.1723	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Rhabditida;Pseudacrobeles sp. OH-2016
KU180674.1.1727	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Rhabditida;Steinernema glaseri
AB923889.1.1618	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Rhabditida;Strongyloides ratti
AF083018.1.1649	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Rhabditida;Pelodera punctata
AF083020.1.1707	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Rhabditida;Pellioditis mediterranea
AB923888.1.1637	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Rhabditida;Strongyloides stercoralis
KU712560.1.1600	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Rhabditida;Angiostoma sp. JLR-2016
AB923887.1.1631	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Rhabditida;Strongyloides venezuelensis
AF083011.1.1385	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Rhabditida;Distolabrellus veechi
AF083012.1.1689	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Rhabditida;Choriorhabditis dudichi
AF083017.1.1727	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Rhabditida;Rhabditoides inermiformis
AF083021.1.1708	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Rhabditida;Pellioditis marina
AF083024.1.1743	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Rhabditida;Protorhabditis sp. SB208
AF083027.1.1740	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Rhabditida;Cephaloboides sp. SB227
EU086374.1.1679	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Rhabditida;Haemonchus contortus (barber pole worm)
EU196000.1.1674	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Rhabditida;Caenorhabditis sp. JU727
EU196008.1.1711	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Rhabditida;Phasmarhabditis sp. EM434
EU196011.1.1704	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Rhabditida;Pellioditis sp. JU274
EU196009.1.1677	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Rhabditida;Oscheius tipulae
EU196016.1.1700	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Rhabditida;Acrobeloides maximus
EU196022.1.1706	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Rhabditida;Oscheius guentheri
EU086375.1.1679	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Rhabditida;Haemonchus contortus (barber pole worm)
AF202160.1.1648	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Rhabditida;Cephalobus sp. PS1196
AF202165.1.1741	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Rhabditida;Turbatrix aceti
AF036598.1.1720	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Rhabditida;Ostertagia ostertagi
AF036606.1.1717	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Rhabditida;Syngamus trachea
EU196002.1.1740	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Rhabditida;Protorhabditis sp. JB122
EU196012.1.1715	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Rhabditida;Cruznema tripartitum
EU196015.1.1737	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Rhabditida;rhabditoid sp. PDL15
EU196018.1.1768	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Rhabditida;Brevibucca saprophaga
AF082994.1.1709	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Rhabditida;Oscheius sp. BW282
AF083023.1.1733	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Rhabditida;Poikilolaimus oxycercus
EU196001.1.1706	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Rhabditida;Caenorhabditis elegans
EU196013.1.1709	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Rhabditida;Choriorhabditis cristata
EU196020.1.1653	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Rhabditida;Cephaloboides nidrosiensis
EU196023.1.1648	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Rhabditida;Pelodera pseudoteres
AF034390.1.1699	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Rhabditida;Cephalobus oryzae
AF036605.1.1576	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Rhabditida;Strongyloides ratti
AF036607.1.1748	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Rhabditida;Teratocephalus lirellus
AF082997.1.1679	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Rhabditida;Rhabditoides regina
AF083001.1.1668	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Rhabditida;Protorhabditis sp. DF5055
AF083006.1.1701	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Rhabditida;Caenorhabditis angaria
AF083008.1.1711	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Rhabditida;Rhabditis rainai
AF083028.1.1682	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Rhabditida;Parasitorhabditis sp. SB281
EU543175.1.1771	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Rhabditida;Acrobeloides thornei
EU543176.1.1775	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Rhabditida;Panagrolaimus detritophagus
EU306344.1.1800	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Rhabditida;Acrobeloides maximus
EU543177.1.1679	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Rhabditida;Mesorhabditis miotki
KX017480.1.1618	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Rhabditida;Phasmarhabditis sp. VP-2016a
AF082995.1.1717	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Rhabditida;Oscheius sp. DF5000
AF083004.1.1734	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Rhabditida;Heterorhabditis hepialus
EU573704.1.1591	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Rhabditida;Agfa flexilis
KX017478.1.1607	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Rhabditida;Phasmarhabditis sp. VP-2016a
EU196003.1.1730	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Rhabditida;Diploscapter sp. JU359
EU196006.1.1566	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Rhabditida;Rhabditis brassicae
EU196007.1.1573	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Rhabditida;Rhabditis sp. DF5059
EU196010.1.1683	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Rhabditida;Oscheius dolichura
EU196014.1.1680	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Rhabditida;Mesorhabditis longespiculosa
EU196019.1.1759	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Rhabditida;Cuticonema vivipara
AF034391.1.1738	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Rhabditida;Acrobeloides sp. PS1146
AF036591.1.1679	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Rhabditida;Oscheius tipulae
AF036597.1.1687	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Rhabditida;Nippostrongylus brasiliensis
EU273597.1.1708	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Rhabditida;Oscheius chongmingensis
AF082996.1.1723	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Rhabditida;Rhabditoides inermis
AF082999.1.1697	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Rhabditida;Distolabrellus veechi
AF083019.1.1715	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Rhabditida;Oscheius insectivora
AF082998.1.1709	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Rhabditida;Oscheius dolichuroides
AF083000.1.1704	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Rhabditida;Rhabditella sp. DF5044
AF083009.1.1734	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Rhabditida;Diploscapter sp. PS1897
AF083013.1.1647	Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Rhabditida;Mesorhabditis anisomorpha
